,home_team_api_id,away_team_api_id,home_team_mean_rating,away_team_mean_rating,home_top_players,away_top_players,AVG_bet_H,AVG_bet_A_D,h_5_games_pts,a_5_games_pts,h_only_10_games_pts,a_only_10_games_pts,final_result
6299,9810,9788,76.68181818181819,78.04545454545455,0,3,2.4333333333333336,1.5687499999999999,5,9,22,17,0
6300,8722,9904,77.45454545454545,75.63636363636364,1,1,1.9133333333333333,1.3191666666666666,7,4,20,8,0
6301,9905,9789,76.18181818181819,82.36363636363636,1,9,5.75,1.4179166666666667,6,8,14,15,0
6303,9857,8686,75.77272727272727,79.22727272727273,2,5,3.3833333333333333,1.7420833333333332,5,7,7,10,0
6304,8529,8564,77.45454545454545,81.72727272727273,1,8,6.3999999999999995,5.054166666666666,5,11,8,11,0
6305,8636,9888,82.63636363636364,72.5909090909091,9,0,1.2933333333333332,1.6979166666666667,12,1,10,5,1
6306,8543,8533,79.63636363636364,75.95454545454545,5,0,1.5233333333333334,1.444583333333333,8,7,9,3,0
6307,9875,10233,80.77272727272727,77.54545454545455,5,1,1.58,2.3312500000000003,6,6,12,7,1
6309,10167,8530,76.4090909090909,74.22727272727273,2,0,2.058333333333333,1.3666666666666665,6,7,14,5,0
6310,8551,8535,72.81818181818181,79.27272727272727,0,3,2.5116666666666667,2.8387499999999997,1,5,7,1,0
6311,8600,9885,78.63636363636364,83.0909090909091,3,10,2.8383333333333334,1.7208333333333334,10,11,21,13,0
6312,9857,8524,74.72727272727273,74.72727272727273,2,0,2.5566666666666666,1.3854166666666667,4,8,0,7,1
6313,8529,8543,76.27272727272727,79.4090909090909,0,5,2.545,1.647916666666667,6,11,6,7,0
6314,8530,9875,74.27272727272727,79.36363636363636,1,4,2.8666666666666667,4.616666666666666,6,8,5,4,1
6315,8535,10233,77.72727272727273,77.95454545454545,3,0,1.9916666666666665,1.8462500000000002,4,5,3,4,1
6316,8636,9885,82.36363636363636,82.86363636363636,7,9,2.5283333333333338,1.4541666666666666,7,9,4,5,0
6317,9888,6269,72.63636363636364,69.27272727272727,0,0,2.1999999999999997,1.4937500000000001,1,3,0,0,0
6318,10167,9880,75.45454545454545,73.95454545454545,1,0,1.8033333333333335,1.6500000000000001,6,0,6,0,1
6319,8686,8564,79.81818181818181,82.72727272727273,4,9,2.8083333333333336,1.6624999999999999,9,12,7,3,0
6320,8551,8533,72.22727272727273,74.54545454545455,0,0,2.1666666666666665,1.39,5,7,3,0,1
6321,8600,8540,78.27272727272727,76.04545454545455,3,2,1.7100000000000002,1.47875,8,7,9,1,1
6322,8524,8529,74.86363636363636,75.5909090909091,0,0,2.0666666666666664,1.7770833333333333,5,6,8,6,1
6324,8533,8535,73.54545454545455,77.72727272727273,0,3,2.6783333333333332,1.7958333333333332,4,4,7,1,1
6325,10233,8636,77.5909090909091,82.36363636363636,2,9,3.1666666666666665,2.0458333333333334,6,9,11,7,0
6326,8543,10167,79.4090909090909,75.45454545454545,5,1,1.593333333333333,1.3612499999999998,13,9,5,3,1
6327,8564,8530,81.54545454545455,74.63636363636364,6,1,1.3683333333333334,5.320833333333334,12,8,11,1,1
6328,9875,9885,80.68181818181819,82.9090909090909,5,10,2.4583333333333335,2.7229166666666664,6,13,8,11,0
6329,6269,8686,69.31818181818181,79.0909090909091,0,4,3.766666666666667,3.5395833333333333,4,6,3,4,0
6330,8540,9857,77.45454545454545,74.31818181818181,3,2,1.6766666666666665,1.3604166666666666,6,6,12,4,1
6331,8600,8551,78.27272727272727,71.72727272727273,3,0,1.6083333333333336,2.4970833333333338,10,8,12,3,1
6332,9857,9880,75.04545454545455,73.72727272727273,2,0,1.92,1.304166666666667,6,0,3,0,0
6333,8535,8564,77.13636363636364,82.22727272727273,3,7,3.483333333333334,2.275,4,15,6,6,0
6334,8530,8533,74.22727272727273,73.45454545454545,1,0,1.9149999999999998,1.7687499999999998,8,4,8,0,0
6335,10233,6269,77.13636363636364,68.22727272727273,0,0,1.5700000000000003,1.7270833333333335,5,4,8,1,1
6336,8636,8529,82.77272727272727,75.9090909090909,9,0,1.5233333333333334,1.7625,4,5,4,6,1
6337,9885,8540,82.86363636363636,77.22727272727273,9,3,1.4616666666666667,1.6429166666666664,11,6,11,1,1
6338,9875,8543,81.0,78.13636363636364,5,3,2.1,1.5479166666666666,7,13,7,10,0
6339,10167,8600,75.45454545454545,78.27272727272727,1,3,2.9166666666666665,1.3691666666666666,6,10,9,6,1
6340,8686,9888,79.72727272727273,73.18181818181819,5,0,1.36,1.3525,6,2,7,4,1
6341,8551,8524,70.68181818181819,74.31818181818181,0,0,2.141666666666667,1.55,7,8,6,7,0
6342,8524,9875,76.5909090909091,80.36363636363636,2,4,2.6799999999999997,3.9166666666666665,8,5,11,4,0
6343,8529,9857,77.31818181818181,75.0,1,1,1.8866666666666667,1.8991666666666667,2,6,6,4,0
6344,9880,10233,73.4090909090909,77.9090909090909,0,3,2.7183333333333333,1.7479166666666668,3,8,0,4,1
6345,8543,9885,79.9090909090909,83.36363636363636,5,10,2.7249999999999996,1.4658333333333333,11,11,8,8,0
6346,9888,8530,74.4090909090909,73.9090909090909,0,0,2.536666666666667,1.6041666666666667,2,7,1,1,0
6347,8564,8533,82.68181818181819,74.36363636363636,8,0,1.32,4.041666666666667,13,6,14,3,1
6348,6269,10167,68.04545454545455,76.4090909090909,0,2,2.52,1.9520833333333334,1,6,3,3,1
6349,8540,8535,77.77272727272727,78.22727272727273,2,2,2.1999999999999997,3.6012500000000003,6,4,15,1,1
6350,8551,8636,72.68181818181819,82.5,0,9,3.091666666666667,1.2295833333333333,5,7,7,4,0
6351,8600,8686,78.18181818181819,80.04545454545455,3,4,2.25,1.31875,9,9,15,7,1
6352,9857,8551,75.5,72.4090909090909,2,0,2.4250000000000003,2.0458333333333334,7,5,3,3,1
6353,8530,8529,75.0,76.31818181818181,0,0,1.991666666666667,3.2449999999999997,7,2,8,6,0
6354,8533,8524,74.5909090909091,76.22727272727273,0,1,2.2716666666666665,1.5220833333333335,6,6,10,8,0
6355,8535,8686,79.0909090909091,78.95454545454545,3,4,2.388333333333333,2.225,4,6,7,7,1
6356,10233,8564,77.68181818181819,82.13636363636364,1,7,4.418333333333333,1.3125,7,13,11,7,0
6357,9885,9880,82.72727272727273,73.77272727272727,9,0,1.2716666666666667,1.8837499999999998,13,6,14,3,1
6359,9875,9888,79.95454545454545,74.5,4,0,1.3800000000000001,2.0145833333333334,6,1,9,4,1
6360,10167,8540,76.27272727272727,77.4090909090909,2,1,2.125,1.3129166666666665,6,9,12,1,0
6361,8636,8600,82.36363636363636,79.18181818181819,9,4,2.0083333333333333,1.5054166666666668,10,9,7,6,0
6362,8524,8530,75.72727272727273,74.31818181818181,2,0,2.05,1.3016666666666665,6,6,12,4,0
6363,9857,8564,75.68181818181819,82.54545454545455,2,7,7.616666666666667,1.4970833333333333,7,13,6,10,0
6364,8529,10167,76.86363636363636,76.36363636363636,1,2,2.158333333333333,1.9483333333333333,4,7,7,3,0
6365,8636,8535,82.72727272727273,77.45454545454545,9,1,1.8783333333333332,3.5125000000000006,7,7,7,1,1
6366,9888,8543,73.54545454545455,79.72727272727273,0,5,4.121666666666666,2.0958333333333337,1,8,1,11,0
6369,8686,9885,79.18181818181819,83.0909090909091,5,10,3.8666666666666667,1.7270833333333335,6,13,10,12,0
6370,8551,10233,72.86363636363636,78.04545454545455,0,3,2.1999999999999997,1.7958333333333334,4,6,7,4,0
6371,8600,8533,78.86363636363636,75.0909090909091,4,0,1.4949999999999999,1.5383333333333333,12,7,18,3,1
6372,8530,8540,74.68181818181819,77.36363636363636,0,2,2.1416666666666666,1.4729166666666667,4,7,8,2,1
6374,8533,8529,75.77272727272727,76.36363636363636,0,1,2.0766666666666667,1.5216666666666667,7,5,11,9,1
6375,8535,8524,78.5909090909091,76.5909090909091,2,2,1.9266666666666665,2.1875,4,7,10,9,0
6376,10233,9857,77.86363636363636,75.0909090909091,2,2,1.7966666666666666,2.454166666666667,6,5,11,5,1
6378,8543,8600,78.4090909090909,77.81818181818181,4,3,2.191666666666667,1.8324999999999998,10,12,8,9,0
6379,8564,8551,81.5909090909091,71.95454545454545,7,0,1.2733333333333334,1.3354166666666665,11,1,17,3,1
6380,9875,8686,81.45454545454545,78.5909090909091,6,4,1.8666666666666665,1.3125,6,7,12,7,0
6381,10167,9888,75.36363636363636,72.77272727272727,1,0,1.6766666666666665,2.4479166666666665,5,1,13,4,0
6382,8524,8564,75.45454545454545,82.5,1,8,4.983333333333333,1.4941666666666666,5,13,13,14,0
6383,9857,8530,74.72727272727273,74.18181818181819,1,0,2.3116666666666665,2.6833333333333336,5,8,7,6,1
6384,8529,10233,77.5909090909091,77.72727272727273,1,1,2.2666666666666666,2.6916666666666664,5,6,8,7,1
6385,8636,10167,83.0909090909091,76.4090909090909,10,2,1.3983333333333334,1.34375,12,4,13,4,1
6386,9888,9885,73.9090909090909,83.18181818181819,0,9,6.6499999999999995,1.4208333333333332,1,9,1,14,0
6387,6269,8535,70.31818181818181,79.45454545454545,0,3,2.8699999999999997,2.5729166666666665,4,5,6,2,0
6388,8540,9875,76.77272727272727,80.68181818181819,1,5,3.016666666666666,2.4229166666666666,7,8,18,5,0
6389,8686,8533,79.45454545454545,75.95454545454545,4,0,1.6216666666666668,1.3454166666666667,7,5,11,4,1
6390,8551,8543,72.22727272727273,77.04545454545455,0,3,3.0749999999999997,1.710416666666667,1,6,8,14,1
6392,8530,8686,74.13636363636364,79.4090909090909,0,4,3.125,2.8979166666666667,5,10,12,13,0
6394,8533,8540,75.36363636363636,78.0,0,1,2.1333333333333333,2.0374999999999996,5,4,14,2,1
6395,8535,9888,79.45454545454545,73.0909090909091,3,0,1.415,1.4854166666666666,8,1,11,5,0
6396,10233,8600,78.77272727272727,77.81818181818181,3,3,2.855,2.2125,6,11,14,10,1
6397,9885,8529,82.9090909090909,77.5909090909091,9,1,1.3033333333333335,2.2062500000000003,9,7,17,9,0
6398,8543,8524,79.5,75.63636363636364,6,1,1.7666666666666668,3.4270833333333335,5,4,10,10,1
6399,8564,8636,83.22727272727273,83.0909090909091,9,10,2.1333333333333333,1.741666666666667,13,12,20,10,0
6400,9875,9857,80.68181818181819,74.4090909090909,5,1,1.3283333333333334,2.5145833333333334,10,7,15,5,0
6401,10167,8551,75.0909090909091,72.31818181818181,2,0,2.2,1.5075,4,4,15,3,1
6402,8524,9885,75.45454545454545,83.27272727272727,2,10,4.413333333333333,1.70625,3,9,13,17,0
6403,9857,10167,75.72727272727273,74.95454545454545,2,1,2.4499999999999997,1.7395833333333333,5,6,10,4,0
6404,8529,8535,77.5909090909091,78.04545454545455,1,1,2.3474999999999997,3.653333333333333,5,5,11,5,0
6405,8636,8543,82.81818181818181,79.5,9,6,1.6545000000000003,3.0104166666666665,15,8,16,14,1
6406,9888,8533,73.36363636363636,75.36363636363636,0,0,2.458333333333333,1.4220833333333334,4,7,1,4,0
6407,6269,8564,70.45454545454545,82.04545454545455,0,7,7.791666666666667,1.3325,4,10,6,17,0
6408,8540,10233,78.18181818181819,76.36363636363636,3,2,2.0416666666666665,2.9375,4,6,18,7,1
6410,8551,9875,71.63636363636364,80.68181818181819,0,5,3.5500000000000003,1.3416666666666668,4,10,11,8,0
6411,8600,8530,78.22727272727273,74.0,3,0,1.6395,1.8666666666666665,8,5,22,6,1
6412,8530,8551,75.31818181818181,71.45454545454545,1,0,2.058333333333333,2.097916666666667,0,0,0,0,0
6415,8535,9857,78.68181818181819,74.31818181818181,4,1,1.6349999999999998,4.360416666666667,0,0,0,0,1
6416,10233,8524,77.95454545454545,74.68181818181819,0,0,1.7800000000000002,2.2104166666666667,0,0,0,0,0
6417,9885,10167,81.77272727272727,75.36363636363636,6,1,1.4233333333333331,1.3962500000000002,0,0,0,0,1
6418,9888,8600,72.0,76.0,0,1,3.0,1.4629166666666666,0,0,0,0,0
6419,8564,8543,82.45454545454545,78.5,8,5,1.6216666666666668,1.9179166666666667,0,0,0,0,0
6420,8540,8636,76.68181818181819,82.63636363636364,3,8,3.7083333333333335,1.5770833333333334,0,0,0,0,1
6421,8686,8529,79.4090909090909,76.45454545454545,5,1,1.4833333333333334,1.5333333333333334,0,0,0,0,0
6422,9880,8524,72.36363636363636,76.27272727272727,0,2,2.525,2.4645833333333336,6,2,3,10,0
6423,8686,9857,78.63636363636364,74.72727272727273,3,1,1.4000000000000001,2.1916666666666664,10,5,14,6,0
6424,8564,8529,81.86363636363636,77.9090909090909,8,1,1.3050000000000002,2.8054166666666664,12,5,20,10,1
6425,9888,8636,73.31818181818181,83.4090909090909,0,9,5.866666666666667,2.7166666666666663,5,15,2,13,1
6426,8533,8543,75.36363636363636,80.27272727272727,0,6,2.83,1.3645833333333337,8,5,17,14,0
6427,10233,9875,77.68181818181819,80.45454545454545,2,4,3.1749999999999994,2.5025,6,8,17,9,1
6428,8540,6269,78.18181818181819,71.31818181818181,3,0,1.5333333333333334,1.6258333333333332,4,3,21,1,1
6429,8530,10167,74.04545454545455,75.13636363636364,0,2,2.0583333333333336,1.6541666666666668,5,6,11,5,0
6430,8535,8551,78.5,71.86363636363636,2,0,1.781666666666667,1.3666666666666665,6,5,11,3,1
6431,9885,8600,82.4090909090909,77.86363636363636,8,3,1.6500000000000004,1.6500000000000004,9,8,18,10,1
6432,8551,8530,72.0,74.0,0,0,2.1166666666666667,1.5529166666666665,5,5,15,6,0
6433,9875,9880,79.86363636363636,73.36363636363636,4,0,1.3166666666666667,1.3375000000000001,8,6,16,3,0
6434,6269,8533,70.54545454545455,75.54545454545455,0,0,2.5666666666666664,1.5258333333333332,3,5,6,5,0
6435,9857,8535,75.63636363636364,78.72727272727273,2,3,2.5366666666666666,1.8395833333333333,7,7,11,6,1
6437,10167,9885,74.5909090909091,83.31818181818181,2,10,4.741666666666667,2.0416666666666665,6,11,18,20,0
6438,8600,9888,77.86363636363636,72.22727272727273,3,0,1.4366666666666665,1.49125,5,7,25,8,1
6439,8543,8564,79.45454545454545,82.5,5,9,3.1,1.8062500000000001,7,12,13,20,1
6440,8636,8540,83.5,77.68181818181819,10,2,1.4366666666666665,1.6270833333333332,12,6,19,2,0
6441,8529,8686,77.18181818181819,79.0,1,3,2.9800000000000004,1.9741666666666664,5,11,12,13,1
6442,8540,8524,77.13636363636364,75.81818181818181,2,2,1.7983333333333336,2.4729166666666664,7,4,24,13,1
6443,9888,9857,73.04545454545455,75.22727272727273,0,2,2.2916666666666665,2.529166666666667,7,6,5,7,0
6446,10233,8543,78.22727272727273,78.63636363636364,2,3,2.57,2.3208333333333333,6,9,20,17,1
6447,8564,9875,82.36363636363636,81.13636363636364,8,5,1.7116666666666667,1.56125,9,6,23,9,0
6449,9885,8551,83.27272727272727,71.72727272727273,10,0,1.2983333333333333,1.70625,11,5,21,3,0
6450,8535,8600,78.5,78.68181818181819,2,4,2.4166666666666665,1.995,8,7,14,10,1
6451,8543,9880,78.81818181818181,73.0,4,0,1.4633333333333332,1.4175000000000002,9,7,16,4,1
6452,9875,8533,80.5909090909091,75.54545454545455,6,0,1.515,1.7416666666666665,4,7,14,8,1
6453,8530,10233,73.77272727272727,77.5,0,2,2.1500000000000004,1.9666666666666668,3,9,13,7,1
6454,8524,9888,75.86363636363636,72.0,2,0,1.8633333333333333,1.3708333333333333,3,8,13,8,0
6455,8600,8564,79.13636363636364,81.13636363636364,4,6,2.5083333333333333,1.5395833333333335,6,7,28,20,0
6456,8636,6269,82.13636363636364,69.77272727272727,8,0,1.2483333333333333,1.4241666666666666,10,3,19,1,0
6457,8529,8540,76.77272727272727,77.22727272727273,1,2,2.1500000000000004,1.4579166666666667,8,10,12,3,1
6458,8551,8686,71.72727272727273,78.22727272727273,0,3,3.1666666666666674,1.6208333333333336,5,8,12,13,1
6459,6269,8524,70.45454545454545,76.45454545454545,0,2,2.5999999999999996,1.3645833333333333,3,4,6,12,0
6460,8636,9857,83.36363636363636,75.31818181818181,9,2,1.43,1.6041666666666667,7,7,19,8,0
6461,8600,8529,77.81818181818181,77.5909090909091,2,1,1.9166666666666667,1.3770833333333332,6,8,25,10,0
6462,9885,8530,81.63636363636364,73.5,5,0,1.3350000000000002,2.859583333333333,9,5,22,6,1
6463,10233,8533,78.22727272727273,74.77272727272727,2,0,1.9349999999999998,1.7041666666666666,9,7,22,8,0
6464,8540,8543,77.63636363636364,79.22727272727273,3,5,2.4216666666666664,2.8920833333333333,10,9,27,17,1
6465,9880,8564,73.86363636363636,80.5909090909091,0,5,6.083333333333333,3.5208333333333335,4,10,3,23,0
6466,8535,9875,78.95454545454545,80.45454545454545,3,4,2.365,2.064583333333333,10,6,17,10,0
6467,8686,10167,79.5,75.5909090909091,4,1,1.555,4.84375,5,6,15,6,1
6468,9888,8551,72.63636363636364,70.54545454545455,0,0,2.408333333333333,1.4124999999999999,6,5,6,4,1
6469,8533,9880,76.04545454545455,73.72727272727273,0,0,1.9249999999999998,1.8354166666666665,7,1,17,4,1
6470,8543,8535,78.95454545454545,77.95454545454545,4,2,2.091666666666667,1.6187499999999997,9,7,19,6,1
6471,9875,8636,80.68181818181819,82.63636363636364,5,8,1.8616666666666666,1.429166666666667,8,4,16,13,1
6472,8564,9885,82.18181818181819,82.81818181818181,8,8,2.233333333333334,1.9041666666666668,10,11,23,18,0
6473,8529,9888,76.86363636363636,73.04545454545455,1,0,1.7616666666666667,1.5979166666666667,8,8,14,6,0
6474,8530,6269,75.04545454545455,70.04545454545455,0,0,1.5916666666666668,1.3370833333333334,8,4,16,4,1
6475,8551,8540,71.18181818181819,77.5909090909091,0,3,2.1999999999999997,1.4145833333333335,4,10,15,3,1
6476,10233,10167,78.0909090909091,76.04545454545455,2,2,2.116666666666667,1.8208333333333335,6,6,19,6,0
6477,8524,8686,75.5909090909091,78.68181818181819,1,4,2.966666666666667,1.53125,5,5,14,10,1
6478,9857,8600,75.22727272727273,78.68181818181819,2,3,2.4916666666666667,1.5925,9,4,14,7,0
6479,9885,8533,82.31818181818181,74.86363636363636,8,0,1.2899999999999998,1.3395833333333333,9,9,22,11,0
6480,8540,8564,77.27272727272727,81.54545454545455,3,6,4.55,1.9491666666666667,7,8,27,23,0
6481,10167,9875,77.5,80.86363636363636,2,5,3.6166666666666667,1.4216666666666666,4,11,16,13,0
6482,9875,8529,80.4090909090909,77.13636363636364,5,1,1.5483333333333336,2.9104166666666664,13,7,19,11,1
6483,8533,8636,74.77272727272727,82.68181818181819,0,9,2.6950000000000003,1.5562500000000001,10,1,20,13,0
6484,8540,8686,77.31818181818181,77.86363636363636,2,2,2.5666666666666664,4.039583333333334,6,4,24,10,0
6485,8636,8524,82.45454545454545,75.04545454545455,9,2,1.5933333333333335,1.5325,4,8,16,10,0
6486,8529,9880,77.63636363636364,71.95454545454545,1,0,1.5316666666666665,4.8812500000000005,7,1,13,4,1
6487,9857,8533,75.63636363636364,75.45454545454545,2,0,2.225,3.408333333333333,8,7,14,12,0
6489,8535,9885,77.77272727272727,82.9090909090909,2,9,3.8333333333333335,1.9970833333333333,6,7,17,18,0
6490,8530,8543,74.72727272727273,79.0909090909091,0,6,2.3733333333333335,1.6416666666666666,10,9,18,16,1
6491,10167,8564,77.18181818181819,80.68181818181819,2,5,5.175,1.6083333333333334,3,11,16,23,0
6492,8600,9875,77.77272727272727,80.0909090909091,2,4,2.561666666666667,1.4474999999999998,7,15,23,16,0
6493,8551,6269,70.77272727272727,70.45454545454545,0,0,1.5883333333333336,3.3166666666666664,7,4,15,4,0
6494,9888,8540,71.72727272727273,76.5909090909091,0,3,2.0416666666666665,1.3916666666666668,8,3,9,2,0
6495,8524,9857,75.81818181818181,74.9090909090909,2,1,2.305,1.3825,6,8,14,11,1
6496,8543,8529,79.45454545454545,77.86363636363636,4,1,1.7833333333333334,1.6020833333333335,6,7,21,8,1
6498,9885,8636,83.31818181818181,81.86363636363636,10,8,1.6600000000000001,1.3158333333333336,9,4,22,16,1
6499,6269,9888,70.45454545454545,72.95454545454545,0,0,2.33,1.7104166666666665,7,9,7,9,0
6501,8564,8686,81.0909090909091,78.86363636363636,6,3,1.68,1.6395833333333334,13,7,23,13,1
6502,8533,8551,76.18181818181819,70.81818181818181,0,0,2.3916666666666666,4.25,8,6,17,3,0
6503,8540,8600,76.18181818181819,77.27272727272727,3,2,2.441666666666667,1.5833333333333333,4,5,21,9,0
6504,8524,8540,74.54545454545455,77.4090909090909,0,3,2.433333333333333,5.377083333333334,1,3,0,0,1
6505,9857,9888,74.27272727272727,72.5,1,0,1.8800000000000001,2.5583333333333336,0,0,0,0,0
6506,8529,6269,76.45454545454545,69.54545454545455,1,0,1.6466666666666667,3.829166666666667,3,0,0,0,1
6508,8636,8686,83.4090909090909,79.81818181818181,9,4,1.8866666666666665,1.9791666666666667,0,0,0,0,0
6509,8543,10233,78.31818181818181,77.5,5,0,1.7016666666666669,1.4124999999999999,1,1,0,0,0
6510,9875,8564,81.27272727272727,82.31818181818181,5,8,2.605,1.6529166666666668,0,1,0,0,1
6511,10167,8533,75.36363636363636,74.4090909090909,1,0,2.0416666666666665,1.7291666666666667,0,0,0,0,1
6512,8551,9885,71.45454545454545,81.36363636363636,0,7,5.1499999999999995,1.8312499999999998,1,3,0,0,0
6513,8600,8535,77.5909090909091,78.77272727272727,3,4,2.108333333333333,2.1687499999999997,3,3,0,0,1
6515,10167,8543,77.0,78.86363636363636,2,4,2.581666666666667,1.7437500000000001,2,9,13,13,1
6516,8530,8564,74.81818181818181,81.27272727272727,0,7,3.6749999999999994,1.95,12,13,20,25,0
6517,8686,6269,79.18181818181819,70.36363636363636,3,0,1.3,1.96875,6,8,18,7,1
6518,9857,8540,75.22727272727273,75.81818181818181,2,3,2.405,1.3074999999999999,7,2,15,3,0
6519,8551,8600,71.81818181818181,78.31818181818181,0,2,2.6833333333333336,2.4645833333333336,4,6,12,9,1
6521,8533,8530,75.54545454545455,74.63636363636364,0,0,2.6,1.450833333333333,6,10,15,9,1
6522,8564,8535,80.45454545454545,76.81818181818181,5,1,1.285,1.7312500000000002,11,3,23,6,0
6523,6269,10233,69.0909090909091,77.54545454545455,0,2,2.59,1.3395833333333336,5,7,8,4,0
6524,8529,8636,77.63636363636364,81.31818181818181,1,8,3.9250000000000003,1.3499999999999999,4,4,15,16,0
6525,8540,9885,76.54545454545455,83.18181818181819,3,9,5.7250000000000005,3.679166666666667,5,11,19,20,0
6526,8543,9875,79.9090909090909,81.18181818181819,4,5,2.6750000000000003,4.03125,6,13,21,14,1
6527,8600,10167,78.9090909090909,77.0,3,2,1.7833333333333334,1.4708333333333332,6,4,21,7,1
6528,9888,8686,72.86363636363636,79.04545454545455,0,4,4.05,1.660416666666667,9,9,10,10,1
6529,8524,8551,76.81818181818181,71.04545454545455,2,0,2.3850000000000002,1.7916666666666667,9,7,14,3,0
6530,9875,8524,80.63636363636364,76.4090909090909,5,2,1.458333333333333,1.5999999999999999,10,8,19,11,0
6531,9857,8529,74.0,77.31818181818181,0,1,2.6750000000000003,1.83125,4,4,12,8,1
6532,10233,9880,77.54545454545455,71.04545454545455,2,0,1.4533333333333331,1.4166666666666667,5,1,19,4,0
6533,9885,8543,83.18181818181819,77.68181818181819,9,2,1.468333333333333,1.5541666666666665,11,9,22,10,1
6534,8530,9888,74.54545454545455,72.86363636363636,0,0,2.033333333333333,1.4770833333333335,10,11,18,9,0
6535,8533,8564,75.77272727272727,80.31818181818181,0,5,5.791666666666667,1.5508333333333333,6,10,17,23,0
6536,10167,6269,77.04545454545455,69.68181818181819,1,0,1.5966666666666667,1.4562499999999998,4,5,16,7,1
6537,8535,8540,77.45454545454545,76.22727272727273,2,3,1.71,3.2416666666666667,3,5,14,6,0
6538,8636,8551,81.63636363636364,72.18181818181819,8,0,1.5983333333333334,2.597916666666667,5,10,17,6,1
6539,8686,8600,79.95454545454545,77.45454545454545,5,2,1.9749999999999999,1.4241666666666666,6,8,21,8,1
6540,8551,9857,72.63636363636364,74.81818181818181,0,1,2.2883333333333336,5.260416666666667,10,5,14,11,0
6541,8529,8530,76.9090909090909,74.36363636363636,1,0,1.9433333333333331,1.352083333333333,4,7,16,9,1
6542,8524,8533,76.4090909090909,75.54545454545455,2,0,2.15,1.4116666666666668,7,6,13,10,1
6543,8686,8535,78.36363636363636,77.31818181818181,3,1,1.6333333333333335,1.8208333333333335,6,5,23,8,0
6544,8564,10233,81.22727272727273,77.54545454545455,7,2,1.2433333333333334,2.341666666666667,8,3,18,5,1
6545,8600,8636,79.31818181818181,82.9090909090909,3,9,2.371666666666667,1.4616666666666667,5,6,21,15,0
6547,6269,8543,70.18181818181819,78.27272727272727,0,3,4.663333333333333,2.3874999999999997,2,7,9,7,1
6548,9888,9875,72.95454545454545,80.63636363636364,0,5,2.9949999999999997,1.675,9,7,13,13,0
6549,8540,10167,75.54545454545455,77.31818181818181,2,2,2.305,1.4166666666666663,6,9,16,4,0
6550,8530,8524,73.86363636363636,76.31818181818181,0,2,2.1166666666666667,2.56375,7,10,15,11,1
6551,8564,9857,81.5,74.27272727272727,7,2,1.2099999999999997,2.7825,10,4,20,10,0
6552,10167,8529,76.31818181818181,77.63636363636364,1,1,2.1999999999999997,1.335416666666667,6,4,16,5,1
6553,8535,8636,76.5909090909091,82.13636363636364,0,10,2.778333333333333,1.3404166666666668,4,8,15,14,0
6554,8543,9888,77.77272727272727,73.13636363636364,3,0,1.6133333333333335,1.4208333333333334,6,11,23,12,0
6555,9875,6269,80.63636363636364,69.54545454545455,5,0,1.2366666666666666,2.1020833333333333,7,5,18,7,1
6556,9880,8540,71.9090909090909,76.9090909090909,0,3,3.216666666666667,1.6875,1,6,3,7,0
6557,9885,8686,83.0,78.95454545454545,8,4,1.4533333333333331,2.4833333333333334,13,9,24,10,1
6558,10233,8551,77.0,72.0909090909091,2,0,2.066666666666667,1.6270833333333334,3,7,17,5,0
6559,8533,8600,74.77272727272727,78.45454545454545,0,3,3.016666666666667,2.4375,5,5,17,8,0
6560,8540,8530,78.68181818181819,74.81818181818181,4,0,2.1916666666666664,2.247916666666667,5,4,13,8,0
6561,8636,9880,82.45454545454545,74.04545454545455,8,0,1.2216666666666665,1.9624999999999997,8,2,17,5,1
6562,8529,8533,77.54545454545455,75.0,1,0,1.9449999999999996,1.3287499999999999,4,5,18,10,0
6563,8524,8535,76.27272727272727,77.31818181818181,2,1,2.65,1.4329166666666666,9,8,15,11,1
6564,9857,10233,74.27272727272727,77.5,2,2,2.55,2.435416666666667,5,3,15,5,1
6565,6269,9885,69.54545454545455,83.0,0,8,11.666666666666666,1.4000000000000001,4,15,12,20,0
6566,8600,8543,78.27272727272727,77.5,3,3,2.1666666666666665,1.9229166666666664,4,4,18,6,1
6567,8551,8564,72.22727272727273,80.81818181818181,0,6,5.5249999999999995,1.8041666666666665,10,8,15,25,0
6568,8686,9875,77.36363636363636,80.36363636363636,1,5,2.6166666666666667,1.727083333333333,6,7,20,16,0
6569,9888,10167,71.77272727272727,75.77272727272727,0,1,1.9916666666666665,1.7833333333333332,8,12,12,7,0
6570,8564,8524,81.54545454545455,73.9090909090909,7,0,1.2483333333333333,1.4166666666666667,10,9,18,11,1
6571,8530,9857,74.5909090909091,74.63636363636364,0,1,1.9916666666666665,1.7520833333333332,4,8,18,9,0
6572,10233,8529,76.81818181818181,77.45454545454545,2,1,1.7683333333333335,1.3937499999999998,2,5,14,5,1
6573,10167,8636,75.22727272727273,82.68181818181819,2,8,3.716666666666667,1.3979166666666665,12,11,16,17,1
6574,9885,9888,83.0,72.95454545454545,8,0,1.1833333333333333,1.6987499999999998,15,7,24,13,0
6575,8535,6269,77.54545454545455,67.9090909090909,1,0,1.5,2.7095833333333332,8,4,13,7,0
6576,9875,8540,80.5,76.0909090909091,5,3,1.3283333333333334,3.1199999999999997,7,3,20,8,1
